Entity,Code,Day,Pfizer/BioNTech,Moderna,Oxford/AstraZeneca,Johnson&Johnson,Sputnik V,Sinovac,Sinopharm/Beijing,CanSino,Novavax,Covaxin
Argentina,ARG,2020-12-29,0,2,5,0,20481,0,1,0,0,0
Argentina,ARG,2020-12-30,0,2,5,0,40583,0,1,0,0,0
Argentina,ARG,2020-12-31,0,2,5,0,43388,0,1,0,0,0
Argentina,ARG,2021-01-01,0,2,7,0,43513,0,1,0,0,0
Argentina,ARG,2021-01-02,0,2,8,0,46824,0,1,0,0,0
Argentina,ARG,2021-01-03,0,2,8,0,47266,0,1,0,0,0
Argentina,ARG,2021-01-04,0,2,8,0,57726,0,1,0,0,0
Argentina,ARG,2021-01-05,0,2,8,0,68446,0,5,0,0,0
Argentina,ARG,2021-01-06,0,2,8,0,78551,0,8,0,0,0
Argentina,ARG,2021-01-07,0,2,9,0,96771,0,8,0,0,0
Argentina,ARG,2021-01-08,0,2,9,0,124654,0,8,0,0,0
Argentina,ARG,2021-01-09,0,2,9,0,134862,0,9,0,0,0
Argentina,ARG,2021-01-10,0,2,9,0,136036,0,10,0,0,0
Argentina,ARG,2021-01-11,0,2,10,0,155858,0,11,0,0,0
Argentina,ARG,2021-01-12,0,2,10,0,175241,0,14,0,0,0
Argentina,ARG,2021-01-13,0,2,10,0,192003,0,18,0,0,0
Argentina,ARG,2021-01-14,0,2,10,0,208647,0,19,0,0,0
Argentina,ARG,2021-01-15,0,2,10,0,226084,0,19,0,0,0
Argentina,ARG,2021-01-16,0,2,10,0,231967,0,19,0,0,0
Argentina,ARG,2021-01-17,0,2,10,0,233028,0,19,0,0,0
Argentina,ARG,2021-01-18,0,2,10,0,242859,0,19,0,0,0
Argentina,ARG,2021-01-19,0,2,10,0,256105,0,20,0,0,0
Argentina,ARG,2021-01-20,0,2,10,0,275525,0,20,0,0,0
Argentina,ARG,2021-01-21,0,2,15,0,289632,0,22,0,0,0
Argentina,ARG,2021-01-22,0,2,18,0,298843,0,23,0,0,0
Argentina,ARG,2021-01-23,0,2,23,0,302782,0,23,0,0,0
Argentina,ARG,2021-01-24,0,2,24,0,303084,0,23,0,0,0
Argentina,ARG,2021-01-25,0,2,32,0,317285,0,23,0,0,0
Argentina,ARG,2021-01-26,0,2,70,0,330052,0,24,0,0,0
Argentina,ARG,2021-01-27,0,2,72,0,340153,0,24,0,0,0
Argentina,ARG,2021-01-28,0,2,72,0,356203,0,24,0,0,0
Argentina,ARG,2021-01-29,0,2,73,0,379695,0,24,0,0,0
Argentina,ARG,2021-01-30,0,2,73,0,389007,0,24,0,0,0
Argentina,ARG,2021-01-31,0,2,73,0,389629,0,25,0,0,0
Argentina,ARG,2021-02-01,0,2,91,0,409132,0,25,0,0,0
Argentina,ARG,2021-02-02,0,2,124,0,432970,0,25,0,0,0
Argentina,ARG,2021-02-03,0,2,132,0,459566,0,28,0,0,0
Argentina,ARG,2021-02-04,0,2,137,0,487652,0,51,0,0,0
Argentina,ARG,2021-02-05,0,2,142,0,520659,0,58,3,0,0
Argentina,ARG,2021-02-06,0,2,142,0,531579,0,62,3,0,0
Argentina,ARG,2021-02-07,0,2,142,0,532958,0,66,3,0,0
Argentina,ARG,2021-02-08,0,2,144,0,556371,0,67,3,0,0
Argentina,ARG,2021-02-09,0,2,146,0,576559,0,73,3,0,0
Argentina,ARG,2021-02-10,0,2,149,0,592170,0,78,3,0,0
Argentina,ARG,2021-02-11,0,2,152,0,610011,0,84,3,0,0
Argentina,ARG,2021-02-12,0,2,153,0,625837,0,85,3,0,0
Argentina,ARG,2021-02-13,0,2,155,0,628870,0,87,3,0,0
Argentina,ARG,2021-02-14,0,2,155,0,629020,0,89,3,0,0
Argentina,ARG,2021-02-15,0,2,155,0,630333,0,91,3,0,0
Argentina,ARG,2021-02-16,0,2,167,0,631630,0,93,3,0,0
Argentina,ARG,2021-02-17,0,2,178,0,656003,0,96,3,0,0
Argentina,ARG,2021-02-18,0,2,209,0,719776,0,100,3,0,0
Argentina,ARG,2021-02-19,0,2,392,0,787461,0,100,3,0,0
Argentina,ARG,2021-02-20,0,2,540,0,819926,0,101,3,0,0
Argentina,ARG,2021-02-21,0,2,938,0,839702,0,101,3,0,0
Argentina,ARG,2021-02-22,0,2,23513,0,884662,0,101,3,0,0
Argentina,ARG,2021-02-23,0,2,73682,0,921413,0,103,3,0,0
Argentina,ARG,2021-02-24,0,2,135720,0,953140,0,106,3,0,0
Argentina,ARG,2021-02-25,0,2,188843,0,979434,0,110,3,0,0
Argentina,ARG,2021-02-26,0,2,244868,0,1005050,0,119,3,0,0
Argentina,ARG,2021-02-27,0,2,258191,0,1009604,0,120,3,0,0
Argentina,ARG,2021-02-28,0,2,263534,0,1010380,0,121,3,0,0
Argentina,ARG,2021-03-01,0,2,316829,0,1030918,0,823,3,0,0
Argentina,ARG,2021-03-02,0,2,368437,0,1049939,0,5775,3,0,0
Argentina,ARG,2021-03-03,0,2,404386,0,1067607,0,23600,3,0,0
Argentina,ARG,2021-03-04,0,2,430082,0,1089660,0,87898,3,0,0
Argentina,ARG,2021-03-05,0,2,454362,0,1110595,0,154402,3,0,0
Argentina,ARG,2021-03-06,0,2,462271,0,1115193,0,196824,3,0,0
Argentina,ARG,2021-03-07,0,2,467239,0,1115570,0,203264,3,0,0
Argentina,ARG,2021-03-08,1,2,498802,0,1133542,0,256191,3,0,0
Argentina,ARG,2021-03-09,1,2,515129,0,1169882,0,319299,3,0,0
Argentina,ARG,2021-03-10,1,2,527204,0,1223028,0,418012,3,0,0
Argentina,ARG,2021-03-11,1,2,537137,0,1315016,0,502877,3,0,0
Argentina,ARG,2021-03-12,1,2,544654,0,1407975,0,564005,3,0,0
Argentina,ARG,2021-03-13,1,2,547627,0,1440873,0,574507,3,0,0
Argentina,ARG,2021-03-14,1,2,547676,0,1443337,0,581162,3,0,0
Argentina,ARG,2021-03-15,1,2,554091,0,1533870,0,621766,3,0,0
Argentina,ARG,2021-03-16,1,2,557210,0,1629772,0,656428,3,0,0
Argentina,ARG,2021-03-17,1,2,559914,0,1743635,0,679386,3,0,0
Argentina,ARG,2021-03-18,1,2,561598,0,1858723,0,701525,3,0,0
Argentina,ARG,2021-03-19,2,2,563439,0,1959429,0,725121,3,0,0
Argentina,ARG,2021-03-20,2,2,563776,0,2006012,0,729058,3,0,0
Argentina,ARG,2021-03-21,2,2,563798,0,2025265,0,729407,3,0,0
Argentina,ARG,2021-03-22,2,2,565261,0,2089433,0,746792,3,0,0
Argentina,ARG,2021-03-23,2,2,569950,0,2177622,0,760339,3,0,0
Argentina,ARG,2021-03-24,2,2,571226,0,2210664,0,763475,3,0,0
Argentina,ARG,2021-03-25,2,2,572574,0,2301582,0,774371,3,0,0
Argentina,ARG,2021-03-26,2,2,575215,0,2383313,0,783535,3,0,0
Argentina,ARG,2021-03-27,2,2,576102,0,2435189,0,785839,3,0,0
Argentina,ARG,2021-03-28,2,2,576995,0,2454630,0,786315,3,0,0
Argentina,ARG,2021-03-29,3,2,580569,0,2559713,0,797818,3,0,0
Argentina,ARG,2021-03-30,3,2,583431,0,2709324,0,808320,3,0,0
Argentina,ARG,2021-03-31,3,2,603361,0,2852293,0,820317,3,0,0
Argentina,ARG,2021-04-01,3,2,628917,0,2940097,0,824079,3,0,0
Argentina,ARG,2021-04-02,3,2,641733,0,2993103,0,826395,3,0,0
Argentina,ARG,2021-04-03,3,2,660376,0,3047842,0,827496,3,0,0
Argentina,ARG,2021-04-04,3,3,674763,0,3080264,0,829154,3,0,0
Argentina,ARG,2021-04-05,3,3,708577,0,3183280,0,858272,3,0,0
Argentina,ARG,2021-04-06,3,3,735009,0,3275656,0,933399,3,0,0
Argentina,ARG,2021-04-07,3,3,765225,0,3365452,0,1051679,3,0,0
Argentina,ARG,2021-04-08,4,3,789304,0,3447006,0,1181913,3,0,0
Argentina,ARG,2021-04-09,4,3,807635,0,3521477,0,1329452,3,0,0
Argentina,ARG,2021-04-10,4,3,812448,0,3555606,0,1383434,3,0,0
Argentina,ARG,2021-04-11,4,3,813314,0,3570194,0,1416285,3,0,0
Argentina,ARG,2021-04-12,4,3,823200,0,3646748,0,1511614,3,0,0
Argentina,ARG,2021-04-13,4,4,831529,0,3741982,0,1594028,3,0,0
Argentina,ARG,2021-04-14,4,4,837960,0,3839829,0,1661358,3,0,0
Argentina,ARG,2021-04-15,4,4,842148,0,3935529,0,1712497,3,0,0
Argentina,ARG,2021-04-16,4,4,845431,0,4009833,0,1758572,3,0,0
Argentina,ARG,2021-04-17,4,4,846316,0,4038541,0,1774676,3,0,0
Argentina,ARG,2021-04-18,4,4,847592,0,4054905,0,1776937,3,0,0
Argentina,ARG,2021-04-19,5,4,862979,0,4105020,0,1801880,3,0,0
Argentina,ARG,2021-04-20,5,4,915487,0,4151153,0,1825896,3,0,0
Argentina,ARG,2021-04-21,5,4,1035724,0,4183619,0,1847088,4,0,0
Argentina,ARG,2021-04-22,5,4,1152983,0,4228928,0,1862616,6,0,0
Argentina,ARG,2021-04-23,5,4,1271267,0,4291054,0,1876702,6,0,0
Argentina,ARG,2021-04-24,5,4,1325116,0,4327842,0,1878271,6,0,0
Argentina,ARG,2021-04-25,5,4,1357571,0,4344326,0,1878644,6,0,0
Argentina,ARG,2021-04-26,5,4,1430639,0,4435760,0,1886203,6,0,0
Argentina,ARG,2021-04-27,5,4,1489715,0,4523005,0,1893548,6,0,0
Argentina,ARG,2021-04-28,5,4,1541810,0,4601915,0,1921484,6,0,0
Argentina,ARG,2021-04-29,5,4,1580500,0,4679295,0,1961590,6,0,0
Argentina,ARG,2021-04-30,5,4,1611013,0,4727530,0,1997724,6,0,0
Argentina,ARG,2021-05-01,5,4,1616265,0,4738863,0,2001431,6,0,0
Argentina,ARG,2021-05-02,5,4,1622851,0,4758312,0,2015555,6,0,0
Argentina,ARG,2021-05-03,6,4,1646450,0,4835433,0,2089471,6,0,0
Argentina,ARG,2021-05-04,6,4,1670034,0,4949754,0,2183534,6,0,0
Argentina,ARG,2021-05-05,6,4,1694900,0,5091229,0,2262030,6,0,0
Argentina,ARG,2021-05-06,6,4,1712718,0,5211601,0,2326557,6,0,0
Argentina,ARG,2021-05-07,6,4,1726658,0,5306870,0,2422594,7,0,0
Argentina,ARG,2021-05-08,6,4,1730713,0,5335469,0,2464202,7,0,0
Argentina,ARG,2021-05-09,6,4,1732447,0,5348928,0,2467695,7,0,0
Argentina,ARG,2021-05-10,6,4,1742345,0,5416517,0,2531791,7,0,0
Argentina,ARG,2021-05-11,7,5,1750597,0,5483853,0,2596563,7,0,0
Argentina,ARG,2021-05-12,7,6,1756373,0,5536346,0,2735859,7,0,0
Argentina,ARG,2021-05-13,7,6,1762055,0,5574088,0,2884493,7,0,0
Argentina,ARG,2021-05-14,7,6,1771236,0,5613050,0,3032752,7,0,0
Argentina,ARG,2021-05-15,7,6,1774304,0,5654647,0,3083181,7,0,0
Argentina,ARG,2021-05-16,7,6,1775776,0,5677456,0,3126489,7,0,0
Argentina,ARG,2021-05-17,7,6,1783073,0,5761363,0,3222173,7,0,0
Argentina,ARG,2021-05-18,7,6,1792846,0,5904749,0,3267092,7,0,0
Argentina,ARG,2021-05-19,8,6,1800178,0,6031752,0,3300382,7,0,0
Argentina,ARG,2021-05-20,8,6,1810660,0,6168514,0,3335596,7,0,0
Argentina,ARG,2021-05-21,8,6,1819841,0,6258349,0,3413751,7,0,0
Argentina,ARG,2021-05-22,8,6,1821362,0,6313273,0,3457726,7,0,0
Argentina,ARG,2021-05-23,8,6,1821773,0,6335233,0,3480603,7,0,0
Argentina,ARG,2021-05-24,9,6,1822944,0,6402923,0,3500079,7,0,0
Argentina,ARG,2021-05-25,9,6,1845010,0,6441070,0,3503255,7,0,0
Argentina,ARG,2021-05-26,9,6,1871793,0,6533736,0,3536779,7,0,0
Argentina,ARG,2021-05-27,9,6,1917182,0,6624427,0,3569987,7,0,0
Argentina,ARG,2021-05-28,9,6,2009430,0,6749231,0,3598830,7,0,0
Argentina,ARG,2021-05-29,9,6,2119292,0,6856884,0,3608723,7,0,0
Argentina,ARG,2021-05-30,9,6,2178392,0,6924979,0,3610338,7,0,0
Argentina,ARG,2021-05-31,9,6,2305485,0,7079869,0,3627227,7,0,0
Argentina,ARG,2021-06-01,9,6,2454443,0,7232102,0,3640756,7,0,0
Argentina,ARG,2021-06-02,9,6,2617860,0,7364727,0,3653875,8,0,0
Argentina,ARG,2021-06-03,9,6,2840633,0,7479245,0,3666054,8,0,0
Argentina,ARG,2021-06-04,9,6,3145520,0,7566480,0,3681877,8,0,0
Argentina,ARG,2021-06-05,9,6,3423171,0,7610873,0,3686546,8,0,0
Argentina,ARG,2021-06-06,9,6,3610972,0,7638309,0,3688576,8,0,0
Argentina,ARG,2021-06-07,9,6,3890264,0,7702658,0,3697909,8,0,0
Argentina,ARG,2021-06-08,9,6,4167586,0,7787002,0,3705982,8,0,0
Argentina,ARG,2021-06-09,10,7,4426520,0,7893500,0,3712761,8,0,0
Argentina,ARG,2021-06-10,10,7,4650319,0,7998565,0,3718776,8,0,0
Argentina,ARG,2021-06-11,10,7,4834414,0,8170392,0,3729488,8,0,0
Argentina,ARG,2021-06-12,10,7,4900369,0,8277359,0,3741556,8,0,0
Argentina,ARG,2021-06-13,10,7,4945012,0,8313535,0,3743376,8,0,0
Argentina,ARG,2021-06-14,10,7,5071789,0,8413989,0,3753984,8,0,0
Argentina,ARG,2021-06-15,10,7,5200980,0,8536605,0,3759748,8,0,0
Argentina,ARG,2021-06-16,10,7,5386343,0,8633150,0,3764527,8,0,0
Argentina,ARG,2021-06-17,10,7,5615350,0,8712081,0,3770844,8,0,0
Argentina,ARG,2021-06-18,12,8,5939837,0,8780715,0,3776717,8,0,0
Argentina,ARG,2021-06-19,12,8,6126287,0,8824206,0,3779281,8,0,0
Argentina,ARG,2021-06-20,12,8,6204230,0,8845168,0,3779566,8,0,0
Argentina,ARG,2021-06-21,12,8,6342459,0,8875269,0,3780848,8,0,0
Argentina,ARG,2021-06-22,13,8,6569656,0,8929700,0,3786777,8,0,0
Argentina,ARG,2021-06-23,13,8,6763321,0,8974644,0,3811100,8,0,0
Argentina,ARG,2021-06-24,13,8,6938338,0,9030877,0,3884213,8,0,0
Argentina,ARG,2021-06-25,13,8,7157704,0,9078189,0,3993997,9,0,0
Argentina,ARG,2021-06-26,13,8,7350781,0,9109448,0,4085637,9,0,0
Argentina,ARG,2021-06-27,13,8,7449948,0,9128598,0,4143449,9,0,0
Argentina,ARG,2021-06-28,13,8,7615633,0,9156425,0,4322792,9,0,0
Argentina,ARG,2021-06-29,13,8,7793106,0,9180469,0,4495560,9,0,0
Argentina,ARG,2021-06-30,13,8,8000408,0,9198141,0,4646124,9,0,0
Argentina,ARG,2021-07-01,13,8,8313462,0,9213913,0,4749029,9,0,0
Argentina,ARG,2021-07-02,13,8,8580831,0,9249113,0,4861896,10,0,0
Argentina,ARG,2021-07-03,13,8,8744634,0,9348643,0,4935051,10,0,0
Argentina,ARG,2021-07-04,13,8,8860566,0,9371924,0,4992202,10,0,0
Argentina,ARG,2021-07-05,13,8,9120608,0,9461485,0,5052255,10,0,0
Argentina,ARG,2021-07-06,13,8,9357226,0,9579781,0,5114018,10,0,0
Argentina,ARG,2021-07-07,13,8,9583756,0,9710280,0,5160889,10,0,0
Argentina,ARG,2021-07-08,13,9,9716180,0,9879782,0,5269273,10,0,0
Argentina,ARG,2021-07-09,13,11,9779293,0,10062104,0,5381214,10,0,0
Argentina,ARG,2021-07-10,13,15,9851094,0,10162581,0,5540667,10,0,0
Argentina,ARG,2021-07-11,13,17,9902641,0,10211698,0,5605504,10,0,0
Argentina,ARG,2021-07-12,13,17,9990259,0,10333443,0,5783072,10,0,0
Argentina,ARG,2021-07-13,14,17,10070045,0,10476121,0,5954020,10,0,0
Argentina,ARG,2021-07-14,15,17,10138940,0,10605017,0,6154369,10,0,0
Argentina,ARG,2021-07-15,16,17,10200962,0,10728104,0,6368978,10,0,0
Argentina,ARG,2021-07-16,16,17,10253734,0,10871603,0,6628790,10,0,0
Argentina,ARG,2021-07-17,16,17,10294039,0,10979366,0,6803015,10,0,0
Argentina,ARG,2021-07-18,16,17,10336200,0,11017648,0,6890665,10,0,0
Argentina,ARG,2021-07-19,16,18,10417362,0,11088925,0,7156711,10,0,0
Argentina,ARG,2021-07-20,16,29,10486239,0,11275528,0,7349486,12,0,0
Argentina,ARG,2021-07-21,16,35,10552826,0,11364551,0,7613588,12,0,0
Argentina,ARG,2021-07-22,16,37,10614404,0,11406906,0,7896268,12,0,0
Argentina,ARG,2021-07-23,16,40,10689124,0,11433835,0,8201986,12,0,0
Argentina,ARG,2021-07-24,16,42,10749982,0,11450989,0,8361445,12,0,0
Argentina,ARG,2021-07-25,16,59,10761578,0,11459739,0,8474898,12,0,0
Argentina,ARG,2021-07-26,16,63,10865090,0,11486585,0,8752047,12,0,0
Argentina,ARG,2021-07-27,16,90,11035621,0,11501933,0,8994075,12,0,0
Argentina,ARG,2021-07-28,16,122,11194889,0,11517531,0,9278976,12,0,0
Argentina,ARG,2021-07-29,17,137,11313641,0,11533718,0,9568754,12,0,0
Argentina,ARG,2021-07-30,17,272,11425243,0,11547871,0,9869591,12,0,0
Argentina,ARG,2021-07-31,17,1938,11486785,0,11555350,0,10073378,12,0,0
Argentina,ARG,2021-08-01,18,2209,11516166,0,11561761,0,10204632,12,0,0
Argentina,ARG,2021-08-02,19,5897,11604134,0,11573962,0,10517642,12,0,0
Argentina,ARG,2021-08-03,19,55514,11737838,0,11586015,0,10730018,12,0,0
Argentina,ARG,2021-08-04,19,77055,11880354,0,11598463,0,10970603,14,0,0
Argentina,ARG,2021-08-05,19,95742,12048608,0,11612716,0,11199495,14,0,0
Argentina,ARG,2021-08-06,19,116906,12203411,0,11620236,0,11429697,15,0,0
Argentina,ARG,2021-08-07,20,158629,12285256,0,11625876,0,11578494,15,0,0
Argentina,ARG,2021-08-08,20,197641,12307629,0,11629175,0,11675421,15,0,0
Argentina,ARG,2021-08-09,20,368338,12423269,0,11639572,0,11769318,15,0,0
Argentina,ARG,2021-08-10,20,532731,12532231,0,11648325,0,11857210,15,0,0
Argentina,ARG,2021-08-11,20,713366,12672605,0,11657864,0,11939102,15,0,0
Argentina,ARG,2021-08-12,21,850657,12809702,0,11682764,0,12031954,16,0,0
Argentina,ARG,2021-08-13,21,956465,12931238,0,11776139,0,12127607,16,0,0
Argentina,ARG,2021-08-14,21,1032837,13019950,0,11832031,0,12162716,16,0,0
Argentina,ARG,2021-08-15,21,1071574,13107403,0,11853691,0,12177238,16,0,0
Argentina,ARG,2021-08-16,21,1146982,13135999,0,11922916,0,12194825,16,0,0
Argentina,ARG,2021-08-17,22,1307928,13202735,0,12062341,0,12267182,16,0,0
Argentina,ARG,2021-08-18,22,1467122,13276539,0,12186010,0,12345190,16,0,0
Argentina,ARG,2021-08-19,22,1575143,13389232,0,12326561,0,12409577,16,0,0
Argentina,ARG,2021-08-20,23,1653448,13540009,0,12470769,0,12471980,16,0,0
Argentina,ARG,2021-08-21,23,1676478,13665673,0,12544916,0,12506232,16,0,0
Argentina,ARG,2021-08-22,24,1688331,13752748,0,12575345,0,12546818,16,0,0
Argentina,ARG,2021-08-23,24,1729490,13883524,0,12669701,0,12688699,16,0,0
Argentina,ARG,2021-08-24,24,1766912,14031346,0,12744875,0,12876867,16,0,0
Argentina,ARG,2021-08-25,25,1796729,14193892,0,12800998,0,13054556,16,0,0
Argentina,ARG,2021-08-26,26,1867219,14343641,0,12854424,0,13223091,16,0,0
Argentina,ARG,2021-08-27,26,1925779,14489470,0,12898870,0,13441383,16,0,0
Argentina,ARG,2021-08-28,26,1963102,14543039,0,12920435,0,13572310,16,0,0
Argentina,ARG,2021-08-29,26,1983087,14576510,0,12952884,0,13655118,16,0,0
Argentina,ARG,2021-08-30,27,2032315,14699027,0,13038782,0,13814853,16,0,0
Argentina,ARG,2021-08-31,27,2098856,14820107,0,13174232,0,13951320,16,0,0
Argentina,ARG,2021-09-01,27,2171758,14930623,0,13294468,0,14102938,16,0,0
Argentina,ARG,2021-09-02,27,2235123,15011090,0,13401063,0,14300166,16,0,0
Argentina,ARG,2021-09-03,27,2297295,15092166,0,13494252,0,14497954,16,0,0
Argentina,ARG,2021-09-04,27,2333688,15151013,0,13562409,0,14630360,16,0,0
Argentina,ARG,2021-09-05,27,2351075,15212136,0,13604111,0,14706661,16,0,0
Argentina,ARG,2021-09-06,27,2403997,15375142,0,13683547,0,14852397,16,0,0
Argentina,ARG,2021-09-07,27,2454503,15559132,0,13767222,0,14997220,63,0,0
Argentina,ARG,2021-09-08,27,2494312,15699974,0,13842429,0,15114696,102,0,0
Argentina,ARG,2021-09-09,28,2528285,15837727,0,13934906,0,15247778,109,0,0
Argentina,ARG,2021-09-10,28,2562680,15928511,0,14007862,0,15391633,111,0,0
Argentina,ARG,2021-09-11,29,2574692,16050022,0,14037731,0,15426574,386,0,0
Argentina,ARG,2021-09-12,31,2575552,16054251,0,14038631,0,15429932,758,0,0
Argentina,ARG,2021-09-13,32,2600132,16220773,0,14076837,0,15488776,14879,0,0
Argentina,ARG,2021-09-14,116,2647543,16346464,0,14121485,0,15549096,16075,0,0
Argentina,ARG,2021-09-15,169,2686706,16392700,0,14310840,0,15603194,17200,0,0
Argentina,ARG,2021-09-16,4828,2716801,16572499,0,14406489,0,15652624,18519,0,0
Argentina,ARG,2021-09-17,9969,2737620,16685664,0,14528872,0,15744607,27092,0,0
Argentina,ARG,2021-09-18,18341,2751542,16712614,0,14655521,0,15789116,27562,0,0
Argentina,ARG,2021-09-19,19334,2770316,16782583,0,14671701,0,15820620,27606,0,0
Argentina,ARG,2021-09-20,21724,2790188,16833273,0,14888010,0,15874394,30093,0,0
Argentina,ARG,2021-09-21,23004,2800836,16869390,0,15077182,0,15943794,32581,0,0
Argentina,ARG,2021-09-22,26152,2829524,17026358,0,15132802,0,16024292,35857,0,0
Argentina,ARG,2021-09-23,103660,2909238,17062949,0,15174310,0,16096296,39724,0,0
Argentina,ARG,2021-09-24,128706,2929582,17187681,0,15207306,0,16149858,44001,0,0
Argentina,ARG,2021-09-25,135196,2937151,17211467,0,15227595,0,16217291,46510,0,0
Argentina,ARG,2021-09-26,136522,2942046,17251828,0,15233969,0,16251646,47125,0,0
Argentina,ARG,2021-09-27,143882,2965382,17356156,0,15272016,0,16355172,52723,0,0
Argentina,ARG,2021-09-28,151096,2989245,17456931,0,15333643,0,16456842,58026,0,0
Argentina,ARG,2021-09-29,160757,3010824,17527953,0,15398416,0,16540877,61941,0,0
Argentina,ARG,2021-09-30,187201,3028546,17607936,0,15526219,0,16621809,65194,0,0
Argentina,ARG,2021-10-01,209173,3045675,17749530,0,15597789,0,16669334,68965,0,0
Argentina,ARG,2021-10-02,217632,3051048,17850696,0,15640084,0,16689655,70119,0,0
Argentina,ARG,2021-10-03,223782,3054484,17917044,0,15665177,0,16696914,70286,0,0
Argentina,ARG,2021-10-04,239789,3068029,17976022,0,15720471,0,16780007,73045,0,0
Argentina,ARG,2021-10-05,303414,3084264,18039987,0,15800151,0,16819134,76677,0,0
Argentina,ARG,2021-10-06,327623,3095828,18124236,0,15883443,0,16859244,80597,0,0
Argentina,ARG,2021-10-07,372168,3126048,18224138,0,15934508,0,16895339,83291,0,0
Argentina,ARG,2021-10-08,387114,3131579,18275277,0,15969474,0,16909043,84199,0,0
Argentina,ARG,2021-10-09,390996,3136822,18317205,0,16012326,0,16930003,85015,0,0
Argentina,ARG,2021-10-10,393278,3139338,18341175,0,16041410,0,16950020,85249,0,0
Argentina,ARG,2021-10-11,397129,3142758,18362487,0,16059121,0,16979573,85478,0,0
Argentina,ARG,2021-10-12,433199,3184601,18403597,0,16113660,0,17150637,87645,0,0
Argentina,ARG,2021-10-13,479716,3199162,18442373,0,16173153,0,17368433,89754,0,0
Argentina,ARG,2021-10-14,552859,3208001,18484209,0,16267883,0,17571492,92030,0,0
Argentina,ARG,2021-10-15,642818,3216902,18519747,0,16376351,0,17751752,94616,0,0
Argentina,ARG,2021-10-16,741722,3221642,18533880,0,16456734,0,17806404,95373,0,0
Argentina,ARG,2021-10-17,783308,3224233,18538629,0,16495970,0,17821728,95456,0,0
Argentina,ARG,2021-10-18,997526,3236314,18564751,0,16546773,0,17938795,97720,0,0
Argentina,ARG,2021-10-19,1184954,3244621,18597926,0,16600927,0,18076348,100502,0,0
Argentina,ARG,2021-10-20,1361663,3252624,18630207,0,16650747,0,18220707,103087,0,0
Argentina,ARG,2021-10-21,1503929,3292941,18664144,0,16692030,0,18379185,105805,0,0
Argentina,ARG,2021-10-22,1612520,3312483,18695325,0,16736291,0,18636335,107877,0,0
Argentina,ARG,2021-10-23,1650795,3318248,18710328,0,16765347,0,18764020,108403,0,0
Argentina,ARG,2021-10-24,1664616,3319912,18717135,0,16777279,0,18875265,108539,0,0
Argentina,ARG,2021-10-25,1737084,3329209,18757487,0,16833161,0,19059819,110165,0,0
Argentina,ARG,2021-10-26,1898215,3337116,18787236,0,16887417,0,19213201,111925,0,0
Argentina,ARG,2021-10-27,1978538,3345166,18818877,0,16930756,0,19375629,113662,0,0
Argentina,ARG,2021-10-28,2069573,3360041,18862773,0,16974966,0,19531901,115128,0,0
Argentina,ARG,2021-10-29,2138340,3374003,18914501,0,17018458,0,19676377,116762,0,0
Argentina,ARG,2021-10-30,2165931,3377194,18943837,0,17037437,0,19726125,117045,0,0
Argentina,ARG,2021-10-31,2199615,3379575,18956916,0,17047963,0,19816113,117179,0,0
Argentina,ARG,2021-11-01,2277900,3387248,19009098,0,17086945,0,19935521,118720,0,0
Argentina,ARG,2021-11-02,2344828,3399418,19075089,0,17112882,0,20082874,120520,0,0
Argentina,ARG,2021-11-03,2405485,3407120,19139528,0,17138144,0,20272220,122418,0,0
Argentina,ARG,2021-11-04,2469570,3414847,19191772,0,17163912,0,20479260,124217,0,0
Argentina,ARG,2021-11-05,2532816,3420597,19259846,0,17186870,0,20628020,125616,0,0
Argentina,ARG,2021-11-06,2591108,3424189,19290661,0,17196609,0,20691587,126182,0,0
Argentina,ARG,2021-11-07,2638285,3425285,19309862,0,17202106,0,20745996,126353,0,0
Argentina,ARG,2021-11-08,2698150,3429279,19370066,0,17222031,0,20850245,127528,0,0
Argentina,ARG,2021-11-09,2772528,3440975,19442568,0,17244336,0,21019390,128794,0,0
Argentina,ARG,2021-11-10,2838009,3446512,19611978,0,17263601,0,21126782,130000,0,0
Argentina,ARG,2021-11-11,2900556,3451648,19789981,0,17284816,0,21239932,131280,0,0
Argentina,ARG,2021-11-12,2982486,3457557,19949225,0,17306162,0,21365427,132311,0,0
Argentina,ARG,2021-11-13,3013594,3460377,20045502,0,17316984,0,21413450,132533,0,0
Argentina,ARG,2021-11-14,3015128,3460652,20047784,0,17317543,0,21418379,132540,0,0
Argentina,ARG,2021-11-15,3136967,3469917,20137695,0,17334713,0,21515704,133397,0,0
Argentina,ARG,2021-11-16,3262278,3476640,20231950,0,17356085,0,21643602,134361,0,0
Argentina,ARG,2021-11-17,3386140,3481661,20325745,0,17373556,0,21768614,135363,0,0
Argentina,ARG,2021-11-18,3483597,3487147,20417807,0,17388679,0,21917254,136450,0,0
Argentina,ARG,2021-11-19,3547961,3492414,20505579,0,17406315,0,22129780,137475,0,0
Argentina,ARG,2021-11-20,3573626,3494613,20560361,0,17413479,0,22212866,137636,0,0
Argentina,ARG,2021-11-21,3583659,3495403,20586695,0,17416483,0,22265707,137708,0,0
Argentina,ARG,2021-11-22,3603311,3496440,20615646,0,17420744,0,22318502,137809,0,0
Argentina,ARG,2021-11-23,3682120,3500244,20705046,0,17435940,0,22465686,138743,0,0
